File_name,Lips_distance,Euler's_angles,Expression
extraction/extracted_faces/Laurine4/00000204.jpg,4.0,[ -14.257364   -8.638709 -178.9134  ],"[0.34434643 0.00105904 0.08814906 0.00113954 0.5517597  0.00081998
 0.01272624]"
extraction/extracted_faces/Laurine4/00000230.jpg,9.486833,[  -7.521651    -4.4079776 -179.27184  ],"[8.3661284e-03 1.1896476e-04 1.8085826e-03 2.8004716e-04 9.8286879e-01
 1.0413825e-04 6.4534615e-03]"
extraction/extracted_faces/Laurine4/00000231.jpg,10.440307,[ -10.924736     2.5301223 -179.58472  ],"[4.5529313e-02 6.1763037e-04 8.6562261e-03 4.4069309e-03 9.0439749e-01
 4.7321912e-04 3.5919148e-02]"
extraction/extracted_faces/Laurine4/00000232.jpg,4.0,[  -0.2213066     0.39290583 -179.2086    ],"[2.02343389e-02 1.84023709e-04 1.49717624e-03 1.28206477e-04
 9.74324644e-01 1.19356475e-04 3.51219438e-03]"
extraction/extracted_faces/Laurine4/00000233.jpg,7.0,[-4.1111164e+00 -6.9132499e-02 -1.7926894e+02],"[2.4493128e-01 1.2242490e-03 4.2549517e-02 4.6600527e-04 7.0761091e-01
 6.5634219e-04 2.5616055e-03]"
extraction/extracted_faces/Laurine4/00000253.jpg,7.0,[-11.25914  -16.819584 179.68237 ],"[9.4502449e-01 8.6381438e-04 5.0242612e-04 2.4958627e-04 5.2746929e-02
 1.0035891e-04 5.1234319e-04]"
extraction/extracted_faces/Laurine4/00000254.jpg,3.0,[ -11.097476    -5.4051414 -178.09212  ],"[1.4724801e-04 3.1309919e-05 6.1635277e-05 9.9453390e-01 1.1593153e-04
 2.2123208e-04 4.8887888e-03]"
extraction/extracted_faces/Laurine4/00000255.jpg,6.0,[  -8.378163     -0.46753317 -179.97992   ],"[2.50400219e-04 1.74213255e-05 3.61238141e-04 1.92185762e-04
 8.92248988e-01 8.40510766e-05 1.06845774e-01]"
extraction/extracted_faces/Laurine4/00000256.jpg,7.0,[ -11.226368     0.8576049 -179.98859  ],"[1.3137058e-03 2.4574898e-05 2.9656489e-04 5.5570318e-04 7.6088935e-02
 2.7987969e-04 9.2144060e-01]"
extraction/extracted_faces/Laurine4/00000257.jpg,31.0,[ -16.073109     4.0681906 -179.57208  ],"[1.0750483e-02 2.7791364e-04 8.9579877e-03 1.0812292e-03 9.6856046e-01
 1.1870637e-04 1.0253209e-02]"
extraction/extracted_faces/Laurine4/00000258.jpg,3.0,[  -8.723634     2.9167738 -179.36818  ],"[3.5213958e-02 1.3063492e-03 1.4022776e-03 1.6436240e-02 9.2707616e-01
 1.8897998e-04 1.8376015e-02]"
extraction/extracted_faces/Laurine4/00000259.jpg,3.0,[ -27.825504   -8.927944 -177.16629 ],"[1.8423464e-03 6.0401184e-05 4.7981384e-04 4.4190031e-02 1.0811478e-03
 9.7221916e-04 9.5137388e-01]"
extraction/extracted_faces/Laurine4/00000260.jpg,6.0,[ -10.416375    3.021376 -178.97665 ],"[1.1439075e-03 1.5919289e-04 3.6524469e-04 9.6648240e-01 7.0235240e-03
 2.4449377e-04 2.4581270e-02]"
extraction/extracted_faces/Laurine4/00000261.jpg,3.0,[ -12.384378     4.2167954 -178.0157   ],"[0.21502987 0.00181783 0.2435321  0.00178335 0.53166527 0.00172753
 0.00444407]"
extraction/extracted_faces/Laurine4/00000262.jpg,9.486833,[  -9.53569     -1.8665789 -178.41946  ],"[1.8403471e-03 2.8479655e-04 2.0808540e-03 6.4685619e-01 1.7592199e-02
 1.0961576e-03 3.3024943e-01]"
extraction/extracted_faces/Laurine4/00000263.jpg,7.0,[ -9.30905  -17.511576 179.18108 ],"[8.9881897e-01 5.1531312e-04 5.1755895e-04 8.8731766e-05 9.9586576e-02
 7.6243283e-05 3.9662170e-04]"
extraction/extracted_faces/Laurine4/00000264.jpg,6.0,[ -13.605455   -3.087048 -178.77791 ],"[9.9246770e-01 6.5175263e-05 6.4504161e-03 1.2089179e-04 7.1583469e-05
 7.4670336e-04 7.7554389e-05]"
extraction/extracted_faces/Laurine4/00000265.jpg,9.0,[  -9.461346   -8.449348 -179.24838 ],"[6.2853925e-02 7.2503899e-04 1.0816110e-03 3.6275759e-04 9.3062818e-01
 1.6039990e-04 4.1880845e-03]"
extraction/extracted_faces/Laurine4/00000266.jpg,7.0,[-5.1247869e+00 -1.5283075e-01  1.7981927e+02],"[3.0421486e-05 7.7676987e-06 8.1344870e-06 9.9941337e-01 5.4272161e-05
 3.1195766e-05 4.5483274e-04]"
extraction/extracted_faces/Laurine4/00000267.jpg,7.0,[   3.7828004    9.429174  -179.86531  ],"[9.5191877e-03 1.4827482e-04 1.4475366e-03 1.0567884e-01 1.5162482e-03
 1.2656465e-03 8.8042420e-01]"
extraction/extracted_faces/Laurine4/00000268.jpg,3.0,[ -17.608084   -7.81025  -178.80377 ],"[2.9599471e-03 1.5191064e-04 9.4501715e-04 5.3207196e-02 3.1916972e-02
 1.0574583e-03 9.0976149e-01]"
extraction/extracted_faces/Laurine4/00000269.jpg,3.0,[  -3.5273426   -0.7532956 -178.80634  ],"[6.8925289e-03 9.1673093e-05 4.8961421e-04 3.1024526e-04 9.1329032e-01
 2.7196651e-04 7.8653641e-02]"
extraction/extracted_faces/Laurine4/00000270.jpg,3.0,[ -12.447553     2.8501098 -178.74734  ],"[2.8373853e-03 1.2617921e-04 3.0647516e-03 6.0243113e-04 9.8324168e-01
 1.3045664e-04 9.9971928e-03]"
extraction/extracted_faces/Laurine4/00000271.jpg,6.0,[ -21.177244    -2.2361817 -178.18854  ],"[1.5861278e-03 8.2817023e-05 2.0360021e-04 9.5062368e-03 1.3282566e-01
 4.4264595e-04 8.5535288e-01]"
extraction/extracted_faces/Laurine4/00000272.jpg,3.0,[  -8.888553     1.5150733 -179.53258  ],"[0.21889752 0.00096401 0.0214535  0.00720922 0.3120191  0.00089081
 0.43856582]"
extraction/extracted_faces/Laurine4/00000273.jpg,10.440307,[  -2.311178     6.2576594 -179.71652  ],"[1.8226292e-03 1.9710045e-04 1.2967625e-04 8.3172834e-01 1.0389611e-02
 4.2939419e-04 1.5530327e-01]"
extraction/extracted_faces/Laurine4/00000274.jpg,7.0,[ -4.551125   9.984124 179.44713 ],"[3.5573624e-04 3.6353882e-05 4.3350854e-05 9.9803013e-01 3.0086061e-04
 7.2501265e-05 1.1610936e-03]"
extraction/extracted_faces/Laurine4/00000275.jpg,7.0,[   1.3842846   11.464362  -179.23984  ],"[1.9887740e-02 6.9179328e-04 1.7851838e-03 8.0000669e-01 2.7683701e-03
 3.9137541e-03 1.7094646e-01]"
extraction/extracted_faces/Laurine4/00000276.jpg,6.0,[ -22.235638  -10.192461 -179.50197 ],"[1.2376102e-03 8.4626699e-05 1.0441043e-03 9.0760432e-02 2.4025827e-03
 1.7155369e-03 9.0275508e-01]"
extraction/extracted_faces/Laurine4/00000277.jpg,3.0,[  -8.8352165   -1.2405615 -178.6724   ],"[5.7922418e-05 1.5014299e-05 1.5404486e-05 9.9798006e-01 1.2332977e-04
 6.9441507e-05 1.7388861e-03]"
extraction/extracted_faces/Laurine4/00000278.jpg,26.0,[  -6.3218436    1.3783731 -179.28796  ],"[8.8124542e-04 1.0076086e-04 1.7016300e-04 8.1063217e-01 3.1577426e-03
 3.3273621e-04 1.8472515e-01]"
extraction/extracted_faces/Laurine4/00000279.jpg,3.0,[   4.5998635     0.37948602 -178.88396   ],"[1.7955693e-03 8.0629114e-05 2.6659640e-03 1.2765283e-04 9.8653388e-01
 1.1256097e-04 8.6837746e-03]"
extraction/extracted_faces/Laurine4/00000280.jpg,47.0,[  -0.49788034   -0.33494052 -179.18253   ],"[4.2773731e-04 1.0169098e-04 1.0287527e-04 9.1869372e-01 5.7634511e-03
 2.5812548e-04 7.4652411e-02]"
extraction/extracted_faces/Laurine4/00000281.jpg,7.0,[ -18.276485     3.9174607 -179.88176  ],"[4.0209584e-04 4.3070329e-05 3.4370507e-05 9.8076576e-01 2.5720565e-04
 1.5426872e-04 1.8343216e-02]"
extraction/extracted_faces/Laurine4/00000282.jpg,6.0,[ -18.529696     4.5487247 -178.67578  ],"[1.3018661e-03 1.2242193e-04 1.4421431e-04 7.5569648e-01 8.0225430e-04
 8.0662750e-04 2.4112613e-01]"
extraction/extracted_faces/Laurine4/00000283.jpg,3.0,[  -7.515109      0.97713685 -179.97835   ],"[6.5209791e-02 4.9795746e-04 2.0707892e-03 2.8785274e-04 9.2172587e-01
 2.8420627e-04 9.9235298e-03]"
